"","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","ICcode.TRAC","ICcodeTW","ICtypeTW","ICcodeCW","ICtypeCW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Comment","cfMS","Ver","Ver.r"
"53",5442,"BAL","Baltic Sea","CW","YES","NO","CW-BC1-B",NA,NA,"CW-BC1-B","CW-BC1 - Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days","FI","Pu","FIVHA6",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.3,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Iccode CW-BC1-B",NA,"Ver7e_revised","ver3 final"
"54",5491,"BAL","Baltic Sea","CW","YES","NO","CW-BC1-B",NA,NA,"CW-BC1-B","CW-BC1 - Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days","FI","Ps","FIVHA6",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.34,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu",NA,"Ver7e_revised","ver3 final"
"55",5492,"BAL","Baltic Sea","CW","YES","NO","CW-BC1-B",NA,NA,"CW-BC1-B","CW-BC1 - Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days","FI","Pu","FIVHA6",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.315,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Iccode CW-BC1-B",NA,"Ver7e_revised","ver3 final"
"56",5530,"BAL","Baltic Sea","CW","YES","NO","CW-BC1-B",NA,NA,"CW-BC1-B","CW-BC1 - Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days","FI","Ps","FIVHA6",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",14,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Iccode CW-BC1-B, but hydrographic conditions in Ps differ from Pu",NA,"Ver7e_revised","ver3 final"
"57",5531,"BAL","Baltic Sea","CW","YES","NO","CW-BC1-B",NA,NA,"CW-BC1-B","CW-BC1 - Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days","FI","Pu","FIVHA6",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",11,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Iccode CW-BC1-B",NA,"Ver7e_revised","ver3 final"
"58",5605,"NEA","Greater North Sea","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,NA,"BE","BESCHELDE_VL","O1o",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","10th percentile",NA,5,NA,"mg/L",NA,FALSE,NA,"0.5 - 5",0.5,5,NA,"North Sea",NA,"Ver7e_revised","ver3 final"
"59",5606,"NEA","Greater North Sea","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,NA,"BE","BESCHELDE_VL","O2zout",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","10th percentile",NA,6,NA,"mg/L",NA,FALSE,NA,"> 18",18.5,NA,NA,"North Sea",NA,"Ver7e_revised","ver3 final"
"60",5641,"NEA","Greater North Sea","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,NA,"BE","BESCHELDE_VL","O1o",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","growth season mean","Growth season (April -September)",2.5,NA,"mgN/L",NA,FALSE,NA,"0.5 - 5",0.5,5,NA,"North Sea",NA,"Ver7e_revised","ver3 final"
"61",5648,"NEA","Greater North Sea","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,NA,"BE","BESCHELDE_VL","O1o",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","growth season mean","Growth season (April -September)",140,NA,"µgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,"0.5 - 5",0.5,5,NA,"North Sea",NA,"Ver7e_revised","ver3 final"
"62",5649,"NEA","Greater North Sea","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,NA,"BE","BESCHELDE_VL","O2zout",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N","Nitrate+Nitrite+Ammonium","Yes","winter",NA,0.49,NA,"mgN/L",NA,FALSE,NA,"> 18",18.5,NA,NA,"North Sea",NA,"Ver7e_revised","ver3 final"
"63",5652,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","FI","Aai","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.7,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"64",5653,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9","inapplicable","FI","Aam","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",5.3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Represent Iccode CW-BC9",NA,"Ver7e_revised","ver3 final"
"65",5654,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9","inapplicable","FI","Aay","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",6.3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Represent Iccode CW-BC9",NA,"Ver7e_revised","ver3 final"
"66",5655,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9","inapplicable","FI","Aai","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.333,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Represent Iccode CW-BC9",NA,"Ver7e_revised","ver3 final"
"67",5656,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9","inapplicable","FI","Aam","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.319,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,NA,"Represent Iccode CW-BC9",NA,"Ver7e_revised","ver3 final"
"68",5657,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","FI","Aay","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.312,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"69",5658,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","FI","Aai","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",22,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"70",5659,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9","inapplicable","FI","Aam","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",18,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Represent Iccode CW-BC9",NA,"Ver7e_revised","ver3 final"
"71",5660,"BAL","Baltic Sea","CW","YES","NO","CW-BC9",NA,NA,"CW-BC9","inapplicable","FI","Aay","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",15,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Represent Iccode CW-BC9",NA,"Ver7e_revised","ver3 final"
"72",5797,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT02","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","No","AA-EQS",NA,0.5,1,"m",NA,TRUE,"subType",NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"73",5800,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT02","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"74",5802,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT02","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"75",5805,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT03","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","No","AA-EQS",NA,2.3,3,"m",NA,TRUE,"subType",NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"76",5808,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT03","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"77",5810,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT03","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"78",5813,"BLA","Black Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","RO","ROCT01","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"No","AA-EQS",NA,5.6,7.5,"m",NA,TRUE,"subType",NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"79",5816,"BLA","Black Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","RO","ROCT01","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"80",5817,"BLA","Black Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","RO","ROCT01","RO1000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.195,9.293,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"subType",NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"81",5818,"BLA","Black Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","RO","ROCT01","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"82",5821,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","RO","ROCT02","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","No","AA-EQS",NA,5.6,7.5,"m",NA,TRUE,"subType",NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"83",5824,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","RO","ROCT02","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"84",5825,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","RO","ROCT02","RO1000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.195,9.293,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"subType",NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"85",5826,"BLA","Black Sea","CW","YES","NO","CW-BL1",NA,NA,"CW-BL1","CW-BL1 - Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum","RO","ROCT02","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"86",6011,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT02","RO1000",5,"QE3-1-3-1 - Oxygen saturation (%)","% oxygen saturation",NA,"Yes","AA-EQS",NA,80,100,"PC02",NA,TRUE,"High low",NA,NA,NA,NA,NA,"delete?","Ver7e_revised","ver3 final"
"87",6012,"BLA","Black Sea","TW","NO","YES","inapplicable","inapplicable","inapplicable",NA,NA,"RO","ROTT03","RO1000",5,"QE3-1-3-1 - Oxygen saturation (%)","% oxygen saturation","Bottom Dissolved oxygen","Yes","AA-EQS",NA,60,80,"PC02",NA,TRUE,"High low",NA,NA,NA,"Bottom",NA,NA,"Ver7e_revised","ver3 final"
"88",6538,"BAL","Baltic Sea","CW","YES","NO","CW-BC4",NA,NA,"CW-BC4","CW-BC4 - Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days","EE","VI","EE1",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","Yes","summer","Annual average of sampling period from june to september",4.9,6.5,"m",NA,FALSE,NA,NA,NA,NA,NA,"Wrong ValueStd corrected",NA,"Ver7e_revised","ver3 final"
"89",6541,"BAL","Baltic Sea","CW","YES","NO","CW-BC4",NA,NA,"CW-BC4","CW-BC4 - Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days","EE","VI","EE1",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"No","Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"90",6546,"BAL","Baltic Sea","CW","YES","NO","CW-BC4",NA,NA,"CW-BC4","CW-BC4 - Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days","EE","VI","EE1",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"No","AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"91",6550,"BAL","Baltic Sea","CW","YES","NO","CW-BC4",NA,NA,"CW-BC4","CW-BC4 - Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days","EE","VI","EE1",17,"QE3-1-6-1-5 - Total Nitrogen","TN","Please select reason for range in column ReasonRange","Yes","summer","Annual average of sampling period from june to september",0.27,6,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Other","Wrong ValueStd, ValueUpStd, correct entry is added below",NA,"Ver7e_revised","ver3 final"
"92",6551,"BAL","Baltic Sea","CW","YES","NO","CW-BC4",NA,NA,"CW-BC4","CW-BC4 - Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days","EE","VI","EE1",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"No","AA-EQS",NA,NA,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"93",6552,"BAL","Baltic Sea","CW","YES","NO","CW-BC4",NA,NA,"CW-BC4","CW-BC4 - Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days","EE","VI","EE1",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer",NA,12,100,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"Other","Wrong ValueStd corrected, units updated",NA,"Ver7e_revised","ver3 final"
"94",6554,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","EE","V","EE1",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","Yes","summer","Annual average of sampling period from june to september",5.7,6.5,"m",NA,FALSE,NA,NA,NA,NA,NA,"Wrong RBD corrected and ValueStd corrected",NA,"Ver7e_revised","ver3 final"
"95",6558,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","EE","V","EE1",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"No","Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Wrong RBD, corrected","missing value","Ver7e_revised","ver3 final"
"96",6564,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","EE","V","EE1",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"No","AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Wrong RBD, corrected","missing value","Ver7e_revised","ver3 final"
"97",6569,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","EE","V","EE1",17,"QE3-1-6-1-5 - Total Nitrogen","TN","Please select reason for range in column ReasonRange","Yes","summer","Annual average of sampling period from june to september",0.24,6,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Other","Wrong RBD corrected, ValueStd, ValueUpStd, correct entry is added below",NA,"Ver7e_revised","ver3 final"
"98",6570,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","EE","V","EE1",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"No","AA-EQS",NA,NA,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Wrong RBD, corrected","missing value","Ver7e_revised","ver3 final"
"99",6571,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable","inapplicable","EE","V","EE1",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer",NA,7,100,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"Other","Wrong RBD corrected, Wrong ValueStd corrected, units updated",NA,"Ver7e_revised","ver3 final"
"100",6589,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,NA,"CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","ALL",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","winter",NA,0.21,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"101",6590,"NEA","Celtic Seas","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,NA,"UK","UK02","ALL",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","winter",NA,0.42,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"102",6593,"NEA","Celtic Seas","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,"CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","ALL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4.13,4.86,"mg/L",NA,TRUE,"salinity range","5-[0.029*(salinity)]",30,5,NA,"adjust to salinity",NA,"Ver7e_revised","ver3 final"
"103",6594,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,NA,"CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","ALL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"104",6608,"NEA","Celtic Seas","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,"CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","ALL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4.13,4.86,"mg/L",NA,TRUE,"salinity range","5-[0.029*(salinity)]",30,5,NA,"adjust to salinity",NA,"Ver7e_revised","ver3 final"
"105",6609,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,NA,"CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","ALL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"106",6621,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,NA,"CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","ALL",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","winter",NA,0.21,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"107",6622,"NEA","Celtic Seas","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,NA,"UK","UK02","ALL",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","winter",NA,0.42,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"108",6629,"NEA","Celtic Seas","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,"CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","SAL=35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4,NA,"mg/L",NA,FALSE,NA,NA,35,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"109",6630,"NEA","Celtic Seas","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,"CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","SAL<35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4.16,4.86,"mg/L",NA,TRUE,"salinity range","5 - (0.028*salinity)",30,5,NA,"adjust to salinity",NA,"Ver7e_revised","ver3 final"
"110",6669,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,NA,"CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","CLEC",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","winter",NA,0.252,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"111",6670,"NEA","Celtic Seas","TW","NO","YES","TW-NEA11","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters",NA,"CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK02","ITURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,0.98,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
