uniqueID;Source;Category;Country;physChemText;Measurement Type;Period;Method ;National type code;GM_Meth;c.a.;factor;ValueStd.old;ValueUpStd.old;unit_used;GIG
717;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
718;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
719;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
720;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
721;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
722;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
723;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
724;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
725;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
726;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
727;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
728;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
729;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
730;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
731;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
732;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
733;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
734;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
735;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
736;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
737;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
738;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURC;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
739;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
740;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURC;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
741;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
742;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURC;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
743;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
744;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
745;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
746;WFD reporting;TW;UK;Total Inorganic N;mean+I1109:I1126;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
747;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURC;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
748;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
749;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURC;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
750;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
751;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURC;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
752;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
753;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
754;WFD reporting;TW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
755;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
756;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
757;WFD reporting;TW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
758;WFD reporting;TW;UK;Total Inorganic N;mean;winter;;CLET;;Total Inorganic Nµmol-1;0.0140067;0.420201;;mgN/L;NEA
759;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.2101005;;mgN/L;NEA
760;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4.16;4.86;mg/L;NEA
761;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
762;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4.16;4.86;mg/L;NEA
763;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
764;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.2101005;;mgN/L;NEA
765;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
766;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
767;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
768;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
769;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
770;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
771;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
772;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.2101005;;mgN/L;NEA
773;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4.16;4.86;mg/L;NEA
774;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
775;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.2101005;;mgN/L;NEA
776;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4.16;4.86;mg/L;NEA
777;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
778;WFD reporting;CW;UK;Dissolved oxygen;Regression;winter;;All;;Dissolved oxygenmgl-1;1;18;;mg/L;NEA
779;WFD reporting;CW;UK;Total Inorganic N;5th percentile;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.0560268;;mgN/L;NEA
780;WFD reporting;CW;UK;Total Inorganic N;Regression;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
781;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;All;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
782;WFD reporting;CW;UK;Total Inorganic N;Regression;winter;;All;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
783;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
784;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
785;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
786;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
787;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
788;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
789;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
790;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
791;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
792;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
793;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
794;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
795;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
796;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
797;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
798;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
799;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
800;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
801;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
802;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
803;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
804;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
805;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
806;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
807;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
808;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
809;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
810;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
811;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
812;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
813;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
814;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
815;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
816;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
817;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
818;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
819;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
820;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
821;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
822;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
823;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
824;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
825;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
826;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
827;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
828;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURC;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
829;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
830;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURC;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
831;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
832;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURC;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
833;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
834;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
835;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
836;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
837;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURC;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
838;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
839;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURC;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
840;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
841;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURC;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
842;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
843;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL=35CT;;Dissolved oxygenmgl-1;1;4;;mg/L;NEA
844;WFD reporting;CW;UK;Dissolved oxygen;5th percentile;winter;;SAL<35CT;;Dissolved oxygenmgl-1;1;4.13;4.86;mg/L;NEA
845;WFD reporting;CW;UK;Total Inorganic N;mean;winter;;CLEC;;Total Inorganic Nµmol-1;0.0140067;0.2521206;;mgN/L;NEA
846;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;ITURT;;Total Inorganic Nµmol-1;0.0140067;0.980469;;mgN/L;NEA
847;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;TURT;;Total Inorganic Nµmol-1;0.0140067;2.521206;;mgN/L;NEA
848;WFD reporting;CW;UK;Total Inorganic N;99th percentile;winter;;VTURT;;Total Inorganic Nµmol-1;0.0140067;3.781809;;mgN/L;NEA
849;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;1n;;Total Inorganic Nµmol-1;0.0140067;0.003221541;0.1260603;mgN/L;NEA
850;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;1s;;Total Inorganic Nµmol-1;0.0140067;0.002101005;0.09524556;mgN/L;NEA
851;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;2;;Total Inorganic Nµmol-1;0.0140067;0.002101005;0.1260603;mgN/L;NEA
852;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;3;;Total Inorganic Nµmol-1;0.0140067;0.1260603;0.420201;mgN/L;NEA
853;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;4;;Total Inorganic Nµmol-1;0.0140067;0.09524556;0.30954807;mgN/L;NEA
854;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;5;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.0840402;mgN/L;NEA
855;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;6;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.0840402;mgN/L;NEA
856;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;7;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.72554706;mgN/L;BAL
857;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;8;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.72554706;mgN/L;BAL
858;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;9;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.72554706;mgN/L;BAL
859;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;10;;Total Inorganic Nµmol-1;0.0140067;0.05322546;;mgN/L;BAL
860;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;11;;Total Inorganic Nµmol-1;0.0140067;0.05322546;;mgN/L;BAL
861;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;12s;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.17788509;mgN/L;BAL
862;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;12n;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.13866633;mgN/L;BAL
863;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;13;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.17788509;mgN/L;BAL
864;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;14;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.17788509;mgN/L;BAL
865;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;15;;Total Inorganic Nµmol-1;0.0140067;0.05322546;0.13866633;mgN/L;BAL
866;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;16;;Total Inorganic Nµmol-1;0.0140067;0.06303015;0.10084824;mgN/L;BAL
867;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;17;;Total Inorganic Nµmol-1;0.0140067;0.06303015;0.10084824;mgN/L;BAL
868;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;18;;Total Inorganic Nµmol-1;0.0140067;0.0840402;0.10364958;mgN/L;BAL
869;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;19;;Total Inorganic Nµmol-1;0.0140067;0.0840402;0.10364958;mgN/L;BAL
870;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;20;;Total Inorganic Nµmol-1;0.0140067;0.08824221;0.15967638;mgN/L;BAL
871;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;21;;Total Inorganic Nµmol-1;0.0140067;0.08824221;0.15967638;mgN/L;BAL
872;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;22;;Total Inorganic Nµmol-1;0.0140067;0.10505025;0.17508375;mgN/L;BAL
873;ECOSTAT questionnaries;CW;SE;Total Inorganic N;mean;winter;Colourimetric;23;;Total Inorganic Nµmol-1;0.0140067;0.10505025;0.17508375;mgN/L;BAL
874;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;1n;;TPµmol-1;30.973761;17.03556855;29.42507295;µgP/L;NEA
875;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;1s;;TPµmol-1;30.973761;16.41609333;27.8763849;µgP/L;NEA
876;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;2;;TPµmol-1;30.973761;17.03556855;29.42507295;µgP/L;NEA
877;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;3;;TPµmol-1;30.973761;17.03556855;29.42507295;µgP/L;NEA
878;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;4;;TPµmol-1;30.973761;16.41609333;27.8763849;µgP/L;NEA
879;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;5;;TPµmol-1;30.973761;20.13294465;27.8763849;µgP/L;NEA
880;ECOSTAT questionnaries;CW;SE;TP;mean;winter;Persulphate oxidation;6;;TPµmol-1;30.973761;20.13294465;27.8763849;µgP/L;NEA
881;WFD reporting;TW;RO;% oxygen saturation;mean;Annual;;ROTT03;;Dissolved oxygen%;1;80;60;PC02;BLA
882;WFD reporting;TW;RO;Total Inorganic N;mean;Annual;;ROTT03;;Total Inorganic Nµmol-1;0.0140067;0.3501675;0.52525125;mgN/L;BLA
883;WFD reporting;TW;RO;TP;;;;ROTT03;;TPµmol-1;30.973761;30.973761;46.4606415;µgP/L;BLA
884;WFD reporting;TW;RO;Secchi disk depth;mean;Annual;;ROTT03;;Secchi disk depthm;1;3;2.3;m;BLA
885;WFD reporting;CW;RO;% oxygen saturation;mean;Annual;;ROCT01;;% oxygen saturation%;1;60;;PC02;BLA
886;WFD reporting;CW;RO;% oxygen saturation;mean;Annual;;ROCT02;;% oxygen saturation%;1;60;;PC02;BLA
887;WFD reporting;CW;RO;Total Inorganic N;mean;Annual;;ROCT01;;Total Inorganic Nµmol-1;0.0140067;0.1260603;0.18909045;mgN/L;BLA
888;WFD reporting;CW;RO;Total Inorganic N;mean;Annual;;ROCT02;;Total Inorganic Nµmol-1;0.0140067;0.1260603;0.18909045;mgN/L;BLA
889;WFD reporting;CW;RO;TP;;;;ROCT01;;TPµmol-1;30.973761;21.6816327;;µgP/L;BLA
890;WFD reporting;CW;RO;TP;;;;ROCT02;;TPµmol-1;30.973761;21.6816327;;µgP/L;BLA
891;WFD reporting;CW;RO;Secchi disk depth;mean;Annual;;ROCT01;;Secchi disk depthm;1;5.6;;m;BLA
892;WFD reporting;CW;RO;Secchi disk depth;mean;Annual;;ROCT02;;Secchi disk depthm;1;5.6;;m;BLA
893;ECOSTAT questionnaries;CW;SE;TN;mean;winter;;1n;;TNµmol-1;0.0140067;0.3361608;0.6303015;mgN/L;NEA
894;ECOSTAT questionnaries;CW;SE;TN;mean;summer;;1n;;TNµmol-1;0.0140067;0.1820871;0.6303015;mgN/L;NEA
895;ECOSTAT questionnaries;CW;SE;TN;mean;winter;;1s;;TNµmol-1;0.0140067;0.3081474;0.5322546;mgN/L;NEA
896;ECOSTAT questionnaries;CW;SE;TN;mean;summer;;1s;;TNµmol-1;0.0140067;0.2241072;0.5322546;mgN/L;NEA
897;ECOSTAT questionnaries;CW;SE;TN;mean;winter;;2;;TNµmol-1;0.0140067;0.3361608;0.6303015;mgN/L;NEA
