"","ICcode.TRAC","X","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Ver","Ver.r","ICtypology","MetricType","ICType"
"59","CW-BC1-A",34,4962,"BAL","Baltic Sea","CW","YES","NO","FI","Ses","FIVHA3",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.315,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"60","CW-BC1-B",1,4710,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA4",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",2.4,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"61","CW-BC1-B",2,4711,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA4",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.3,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"62","CW-BC1-B",3,4760,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA4",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.34,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"63","CW-BC1-B",4,4761,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA4",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.315,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"64","CW-BC1-B",5,4802,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA4",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",14,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"65","CW-BC1-B",6,4803,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA4",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",11,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"66","CW-BC1-B",47,5350,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA5",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.3,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"67","CW-BC1-B",48,5399,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA5",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.34,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"68","CW-BC1-B",49,5400,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA5",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.315,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"69","CW-BC1-B",50,5439,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA5",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",14,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"70","CW-BC1-B",51,5440,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA5",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",11,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"71","CW-BC1-B",52,5441,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA6",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",2.4,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"72","CW-BC1-B",53,5442,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA6",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.3,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"73","CW-BC1-B",54,5491,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA6",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.34,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"74","CW-BC1-B",55,5492,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA6",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.315,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"75","CW-BC1-B",56,5530,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA6",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",14,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"76","CW-BC1-B",57,5531,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA6",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",11,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"77","CW-BC1-B",31,4959,"BAL","Baltic Sea","CW","YES","NO","FI","Mu","FIVHA3",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.28,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"78","CW-BC1-B",32,4960,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA3",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.34,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"79","CW-BC1-B",33,4961,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA3",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.315,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"80","CW-BC1-B",42,5011,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA3",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",11,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"81","CW-BC1-B",23,4906,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA3",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",2.4,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"82","CW-BC1-B",24,4907,"BAL","Baltic Sea","CW","YES","NO","FI","Pu","FIVHA3",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.3,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"83","CW-BC1-B",46,5349,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA5",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",2.4,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"84","CW-BC1-B",41,5010,"BAL","Baltic Sea","CW","YES","NO","FI","Ps","FIVHA3",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",14,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 0.5-6 psu, bottom water salinity 1-6 psu, Exposed, 90-150 ice days"
"85","CW-BC3",18,4901,"BAL","Baltic Sea","CW","YES","NO","FI","Su","FIVHA2",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",20,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"86","CW-BC3",539,11248,"BAL","Baltic Sea","CW","YES","NO","EE","I","EE2",NA,NA,"TP",NA,"Yes","summer","Annual average of sampling period from june to september",21,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"87","CW-BC3",17,4900,"BAL","Baltic Sea","CW","YES","NO","FI","Ss","FIVHA2",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",24,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"88","CW-BC3",13,4855,"BAL","Baltic Sea","CW","YES","NO","FI","Ss","FIVHA2",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.35,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"89","CW-BC3",519,11228,"BAL","Baltic Sea","CW","YES","NO","EE","I","EE2",NA,NA,"Dissolved oxygen",NA,"Yes","Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"90","CW-BC3",14,4856,"BAL","Baltic Sea","CW","YES","NO","FI","Su","FIVHA2",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.325,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"91","CW-BC3",10,4807,"BAL","Baltic Sea","CW","YES","NO","FI","Su","FIVHA2",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",4.4,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"92","CW-BC3",527,11236,"BAL","Baltic Sea","CW","YES","NO","EE","I","EE2",NA,NA,"Orthophosphate",NA,"Yes","AA-EQS",NA,NA,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"93","CW-BC3",523,11232,"BAL","Baltic Sea","CW","YES","NO","EE","I","EE2",NA,NA,"Nitrate as N",NA,"Yes","AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"94","CW-BC3",521,11230,"BAL","Baltic Sea","CW","YES","NO","EE","III","EE1",NA,NA,"Dissolved oxygen",NA,"Yes","Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"95","CW-BC3",537,11246,"BAL","Baltic Sea","CW","YES","NO","EE","III","EE1",NA,NA,"TN",NA,"Yes","AA-EQS","Annual average of sampling period from june to september",0.25,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth","Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"96","CW-BC3",529,11238,"BAL","Baltic Sea","CW","YES","NO","EE","III","EE1",NA,NA,"Orthophosphate",NA,"Yes","AA-EQS",NA,NA,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"97","CW-BC3",541,11250,"BAL","Baltic Sea","CW","YES","NO","EE","III","EE1",NA,NA,"TP",NA,"Yes","summer","Annual average of sampling period from june to september",17,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"98","CW-BC3",531,11240,"BAL","Baltic Sea","CW","YES","NO","EE","I","EE2",NA,NA,"Secchi disk depth",NA,"Yes","summer","Annual average of sampling period from june to september",4.2,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"99","CW-BC3",525,11234,"BAL","Baltic Sea","CW","YES","NO","EE","III","EE1",NA,NA,"Nitrate as N",NA,"Yes","AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"100","CW-BC3",9,4806,"BAL","Baltic Sea","CW","YES","NO","FI","Ss","FIVHA2",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.5,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"101","CW-BC3",533,11242,"BAL","Baltic Sea","CW","YES","NO","EE","III","EE1",NA,NA,"Secchi disk depth",NA,"Yes","summer","Annual average of sampling period from june to september",5.3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"102","CW-BC3",535,11244,"BAL","Baltic Sea","CW","YES","NO","EE","I","EE2",NA,NA,"TN",NA,"Yes","AA-EQS","Annual average of sampling period from june to september",0.3,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth","Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Sheltered, 90-150 ice days"
"103","CW-BC4",89,6541,"BAL","Baltic Sea","CW","YES","NO","EE","VI","EE1",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days"
"104","CW-BC4",90,6546,"BAL","Baltic Sea","CW","YES","NO","EE","VI","EE1",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days"
"105","CW-BC4",366,9011,"BAL","Baltic Sea","CW","YES","NO","LV","C3","LVVUBA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer",NA,4,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days"
"106","CW-BC4",378,9041,"BAL","Baltic Sea","CW","YES","NO","LV","C3","LVLUBA",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,23.231,NA,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days"
"107","CW-BC4",360,8947,"BAL","Baltic Sea","CW","YES","NO","LV","C4","LVGUBA",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.154,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days"
"108","CW-BC4",374,9037,"BAL","Baltic Sea","CW","YES","NO","LV","C3","LVLUBA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer",NA,4,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 5-8 psu, bottom water salinity 5-8 psu, Exposed, < 90 ice days"
